,Equal Weight,Risk Parity,Maximum Diversification,Minimum Variance,Maximum Decorrelation
2006-03-23,-0.010628802490976953,-0.009865143668792493,-0.008881405504455459,-0.006974684906279872,-0.00992949470104362
2006-03-24,0.0001111803250654669,-0.00028413112185590934,-0.0025196798763848704,-0.0019159936674772223,-0.0029252323348024447
2006-03-27,-0.002705663350281531,-0.0036504894729826346,-0.009128258206516988,-0.006112762803987192,-0.00997887950395286
2006-03-28,-0.025674373143026095,-0.02264896984347585,-0.014265176785558888,-0.01050630304060703,-0.015324465392947576
2006-03-29,0.018511203000225736,0.014448718957418663,0.0013888791694488547,0.0021342570571217453,0.0013281179842355487
2006-03-30,-0.00022888261336761323,-0.0024457430383567806,-0.01070276514039942,-0.011703494731437794,-0.010429961253248306
2006-03-31,0.006201057932909838,0.005985579014622787,0.0026446510983310616,-0.001558868925624928,0.0034572896446502573
2006-04-03,0.019035177112248673,0.01867337688122814,0.015634991739354714,0.0182886317722358,0.015170420938579392
2006-04-04,0.0017958241556912365,0.0004239547300198699,-0.001760000533361665,-0.0023858201953220253,-0.0013267937593975914
2006-04-05,0.004543111027337081,0.0029322631989977723,-0.000557554124455892,0.0010023525326414572,-0.0009984110613339289
2006-04-06,0.010589006847896223,0.009073864456755485,0.003433800030933054,0.005812633563336691,0.0023951975126669934
2006-04-07,-0.0033422039617882707,-0.002427990590432443,0.001830007376647973,0.00020843724181836867,0.002312851880758552
2006-04-10,-0.016446360984034993,-0.014083694401527524,-0.008861996884639844,-0.0075195380399223225,-0.009524013241150734
2006-04-11,-0.012805960483702018,-0.012080696302548374,-0.009438679902993765,-0.009114883689977276,-0.009817734305783534
2006-04-12,0.012666992752254743,0.010348044303639432,0.006058495546638731,0.006697385587354107,0.005550419498679384
2006-04-13,-0.01115222317188406,-0.009490873612834448,-0.006084653315442034,-0.00525832435448168,-0.0062738764010956604
2006-04-17,-7.513803658643265e-05,0.00040628817781453467,-0.0010236390310364258,0.0013194141442526661,-0.001803531099245332
2006-04-18,0.02801447458908933,0.02705067261362088,0.02417075023744545,0.023215753870460872,0.024407688102015462
2006-04-19,0.010819549733743352,0.011831268581655934,0.01374648856310832,0.012750374617897008,0.013912097608181464
2006-04-20,-0.000439137717949299,0.0018561656721609492,0.0092959491293669,0.006557147566982819,0.010097482522022043
2006-04-24,-0.00015912454384383018,-0.0002866290301539631,-0.0012756485983915987,-0.0025131884880737346,-0.0008733217246590432
2006-04-25,0.002867339390887394,0.0025164983125152865,0.0017863379924893156,0.0016349652252499933,0.0018362888328255196
2006-04-26,0.01650182883011501,0.014137164876338945,0.0073738427101598236,0.004992991616851156,0.008020897174583616
2006-04-27,-0.021082511504952255,-0.019018959827964938,-0.014276106189963838,-0.015414811084791785,-0.013780264103231568
2006-04-28,0.013664182445703252,0.009873782037006621,-0.0008609641391643195,0.0008801342753395379,-0.0016908857266281353
2006-05-02,0.015224526330301462,0.01450800266104432,0.009595458299297475,0.010994007943513203,0.009468932868337356
2006-05-03,-0.006427160105027072,-0.003376816192868127,0.004567068137224016,0.005830229213054743,0.004333776730854485
2006-05-04,0.0036398423818387597,0.003898068971392602,0.0032657257874315624,0.0031036657509756088,0.003647929901020723
2006-05-05,0.010834509369718947,0.011066397806954894,0.010918102793479873,0.015044832547264778,0.009351335621521614
2006-05-08,0.01525766592523196,0.01826240223192821,0.02767064050999448,0.028774332865590994,0.027488368690802192
2006-05-09,0.005042813131709748,0.007870801895800687,0.0134569546031409,0.01507944478284929,0.012794528577058177
2006-05-10,0.0009357185447971348,0.006474236097111047,0.021648320329249023,0.025079470101208978,0.0194295693806808
2006-05-11,-0.02102428295931437,-0.020022628670194456,-0.01768484827878232,-0.01823755780301423,-0.01749091945426768
2006-05-12,-0.012163674042448612,-0.011026824265472574,-0.008812383837779065,-0.008394835780840994,-0.009302745810410913
2006-05-15,-0.02165038409976676,-0.021073479428070474,-0.016476633634099545,-0.018096386831570072,-0.01630428722208383
2006-05-16,0.0048730248538399945,0.004229613762913699,0.0057613514202866254,0.002459906916028625,0.006413210869036724
2006-05-17,-0.02311167791903803,-0.02265371977591759,-0.02174688243811116,-0.021454237146327954,-0.02135699384401444
2006-05-18,-0.010381654918226261,-0.008638846654537225,-0.002389515238812967,-0.0031526490343231116,-0.0023270488042064713
2006-05-19,-0.010099449745972225,-0.011622030486588206,-0.015805261233447252,-0.01379858685714867,-0.015713406986122933
2006-05-22,-0.034465603862120095,-0.030337478189312195,-0.025396250460203038,-0.021848359078923338,-0.025999370620771747
2006-05-23,-0.010198988151736824,-0.012793885899723478,-0.01938976197354001,-0.016586120284673538,-0.020208725671956647
2006-05-24,-0.017537062867400914,-0.016525019233091368,-0.014249237272941804,-0.01266052251028825,-0.01414006279516093
2006-05-25,0.05060734074906191,0.04575674546780928,0.034817065391478885,0.03056314670550213,0.0360599083439931
2006-05-26,0.03116403147832069,0.027518218686868483,0.01988879671948142,0.016096420222530154,0.020863708880732565
2006-05-29,-0.010916235025948656,-0.008187263857768067,-0.0017963359618102153,0.001252690742606772,-0.0029075890559934455
2006-05-30,-0.0455370004116498,-0.04146592971665001,-0.035312879467543495,-0.029602744477484937,-0.038123056625054115
2006-05-31,-0.00038121752144213176,-0.0007703214630316805,0.0011934033881577104,-0.0027925228707881204,0.002723139846943601
2006-06-01,0.03347214533284394,0.03135225205837068,0.029321874209354098,0.025606363705659607,0.030801653066628427
2006-06-02,0.005143342221219736,0.005186858355236558,0.006909202222717209,0.005967548344896276,0.007391522872083486
2006-06-05,-0.026546769120838268,-0.025088112343760138,-0.02266683730820419,-0.021955076487567917,-0.02317146073473097
2006-06-06,-0.008789492227462293,-0.011883894924712207,-0.014856226531394503,-0.016923563443855476,-0.014807625628044552
2006-06-07,-0.03451883451761713,-0.03249356975850494,-0.023807755189437337,-0.025570883997760786,-0.02333862979515438
2006-06-08,-9.158653606966744e-05,-0.0019159960556553637,-0.005711550834891396,-0.005070317003313621,-0.006141702228781138
2006-06-09,-0.0010015345242447976,0.00031367470944992145,0.0012813588431156856,0.005091786585257005,0.00040282165846403355
2006-06-12,-0.04499922549765811,-0.04086027465360494,-0.029037502816931626,-0.02796684345591936,-0.02963149042198992
2006-06-13,-0.02695852347807016,-0.028113880510948097,-0.02757098089804666,-0.03040114887371751,-0.026781002561840926
2006-06-14,-0.010977585289574814,-0.011099937090573461,-0.018293616536946822,-0.018114644882292218,-0.0175274774651914
2006-06-16,0.04666308237717286,0.04634113199694511,0.04391751661632264,0.042164148544693095,0.04474999053208008
2006-06-19,-0.011070696846702152,-0.011682470395603295,-0.012039303451028991,-0.01523007077983574,-0.011048371578888617
2006-06-20,-0.005777255160815439,-0.0036746429783396117,-0.0006112475904389804,0.0013724831421659568,-0.0019293905280613117
2006-06-21,0.02447079435240454,0.025291243099038817,0.024943357021454525,0.02970735229982602,0.023434050396524724
2006-06-22,-0.009773873922105946,-0.009421016248839106,-0.010103482147192373,-0.008452640191702637,-0.01077157383887805
2006-06-23,0.0067536806367624585,0.0071591233609123225,0.008380182822152079,0.00799485988713727,0.00831771846452935
2006-06-26,-0.0019506181274012919,-0.001134686727186077,-0.0012721729511015693,-0.000811426377303145,-0.0015584546059918083
2006-06-27,-0.0012402429251246938,-0.00393537565808095,-0.007928965830648428,-0.010235490379758806,-0.00717155241439767
2006-06-28,0.013035598951502013,0.010679658110840533,0.007708532974723848,0.005818604317201977,0.008488586983901399
2006-06-29,0.05091442939575569,0.047537383450576606,0.0357406075582537,0.037229203654180656,0.035980709734154515
2006-06-30,0.007974276363605603,0.00886729412945847,0.014030767859389703,0.010175989740106785,0.015462012187529827
2006-07-03,0.029533978199326443,0.02879388922815989,0.027665725208485502,0.02477444042729542,0.029276041673210153
2006-07-04,-0.0020307138321619795,-0.0012569119701504657,-0.00134327206346064,0.0020397736029662957,-0.002550050453703121
2006-07-05,-0.025008814468001545,-0.023030814320440317,-0.0195551837971518,-0.015658177468886463,-0.021515410719712413
2006-07-06,0.010066353206966581,0.010427676606237791,0.01125065826607639,0.010552583120764375,0.011317930020181433
2006-07-07,-0.014497635854294012,-0.013598221719662244,-0.012139133236640457,-0.01072234196814147,-0.01238492364249395
2006-07-10,-0.0011044429609442217,-0.0023796205361128354,-0.0069837733742125555,-0.006871756814814404,-0.007045072572647399
2006-07-11,0.010575072227006559,0.009833512815982109,0.006821397768854265,0.005905831053870084,0.0065989528058789495
2006-07-12,-0.00887487581057668,-0.008436612028473046,-0.008869787791411815,-0.006766075619220693,-0.010111547310587821
2006-07-13,-0.027788582320165223,-0.026500215968168043,-0.02729341901819779,-0.022870816549321157,-0.028171503727144692
2006-07-14,-0.005221601314524434,-0.006516181658525292,-0.012921902696172785,-0.011380806927618918,-0.013971405107532676
2006-07-17,-0.017338751476535783,-0.016253933269329262,-0.01068575354181879,-0.009165185818609811,-0.011280010245493438
2006-07-18,0.008919134070228976,0.008996210535727963,0.014188726823457953,0.009728293404795838,0.015587718331012078
2006-07-19,0.04456188226270802,0.04134133645429412,0.028684602750948994,0.028822466939098627,0.029521796296338894
2006-07-20,-0.019920682284105956,-0.018500208052576805,-0.012880302363779511,-0.014857950604560398,-0.012586726444105864
2006-07-21,-0.004594748554554419,-0.0034241671142038526,0.0015867988891992376,-0.0012819659017835796,0.0017014032828334418
2006-07-24,0.017980209070826994,0.019878146732769778,0.020532690637533532,0.025909384250347098,0.018432168679276467
2006-07-25,0.014850484036476323,0.013775413464782373,0.010910567361474412,0.010172936339675621,0.011321347158208388
2006-07-26,-0.002162669895814648,-0.0019042903673684793,0.0010503568258608716,-0.0022336556453708837,0.001800793317569484
2006-07-27,0.007180667612759499,0.007085826943707045,0.008171321147299595,0.007541941551075696,0.008296114273303354
2006-07-28,0.01264996243686848,0.01196663385921358,0.008601557119461582,0.009378396824295634,0.008902602740635972
2006-07-31,-0.005268300031757068,-0.004721753584308688,-0.002406328069961457,-0.004591224697700735,-0.002083024714859514
2006-08-01,-0.012033000290216802,-0.011218662513629627,-0.012944443132385991,-0.008411230214444416,-0.0145512648591189
2006-08-02,0.010904782956963168,0.009106101160497388,0.0032010003983659,0.002073447845520344,0.0041325644485244095
2006-08-03,0.005697897128564828,0.00541592755411029,0.0069034939366437315,0.003826164416649293,0.008034864687063662
2006-08-04,0.011729255936755726,0.011768062000503472,0.010390093197497174,0.011507757068026087,0.010720429384859445
2006-08-07,0.00011237519995576793,-0.0004244832866222624,-0.004280852985068882,-0.0005307492501848993,-0.005297947426437518
2006-08-08,0.0028101714346038887,0.002424919713417073,0.004184800293334105,0.0032913638898579983,0.0048129419253847144
2006-08-09,-0.006968320937098367,-0.005305259053871341,0.005267082688340771,0.00598616783309093,0.005150196147138389
2006-08-10,0.007192400257371691,0.006644035545446224,0.006224010133535022,0.005067658576103579,0.0054912305454925744
2006-08-11,-0.01036091579307536,-0.009195426910645808,-0.0028847984660370866,-0.0054831776634311595,-0.001912848161219808
2006-08-14,-0.010840230887032933,-0.010577672915399298,-0.006555852815918566,-0.007708099603119642,-0.0064985656426972994
2006-08-15,0.015001772200414404,0.015485259507001432,0.019242319879520624,0.01549446102809693,0.01970032004715734
2006-08-16,0.008720061719364312,0.00873775055780095,0.007973564744719773,0.006719242775889915,0.008665545685415343
2006-08-17,-0.0006840724893828582,-0.0014057466208942737,-0.004633941695644647,-0.005365624888352641,-0.004209120169089511
2006-08-18,-0.005652702242465864,-0.004005311762175664,0.00071488143554376,0.0025382361146365374,-8.32022445328572e-05
2006-08-21,-0.011758754976328228,-0.010912789926201039,-0.008692048200084448,-0.0064985466831153,-0.00973501993803612
2006-08-22,-0.01177783032488551,-0.009773594142654513,-0.0035193773592507287,-0.0033967182595609703,-0.004079341911433247
2006-08-23,-0.03105105693446243,-0.02912431597881661,-0.023484324905828857,-0.02371298250860831,-0.023819137823199173
2006-08-24,0.006468800083193798,0.0062189246265216495,0.0065852440961349365,0.009081003529981226,0.005737106715642527
2006-08-25,0.0031107204328374057,0.0027989885237970583,0.0033082832893212024,0.0014146369350350597,0.004620888303879371
2006-08-28,0.012660351792343469,0.01227176430450446,0.008353454650255096,0.006298275249340759,0.00895038865486747
2006-08-29,0.0016619480186792772,0.0030490733141788524,0.009455868729906478,0.010457881653216039,0.009309190353826581
2006-08-30,0.00614077651934453,0.009358064836717401,0.02470747156449898,0.020959234106172744,0.02463972750077943
2006-08-31,0.007959833107000007,0.008867250528716258,0.0167856940522228,0.014043170994605846,0.017955128555332052
2006-09-01,0.023459503965604787,0.021008350498983336,0.008073030168601898,0.009167109810666322,0.008249654896049032
2006-09-04,0.014075980103367542,0.01381737064501335,0.013817080386529476,0.012735820736159977,0.013928304661701692
2006-09-05,-0.011361181415674184,-0.01155276181312203,-0.012476999554457375,-0.011091312809069194,-0.012619476709923087
2006-09-06,-0.01542189344417437,-0.01343953839900183,-0.006067075063132541,-0.004998508043038988,-0.0070871429123915705
2006-09-08,-0.0005468280413677092,0.0029980707852058147,0.020429270547223884,0.01714218637223555,0.020193583332382692
2006-09-11,-0.019918077194116805,-0.017638873561354837,-0.008062184210093686,-0.010306917098436763,-0.008398572893918831
2006-09-12,0.008384210880213492,0.007522227899488606,0.007348855055564521,0.005812959226127718,0.008104451565910649
2006-09-13,0.010849658533073953,0.010494852720349078,0.011838585112615093,0.008474787834177693,0.01308138986975695
2006-09-14,-0.013050162642435248,-0.012034224710140352,-0.008775097826589117,-0.007516181240149321,-0.008831423829148711
2006-09-15,0.0018959684818080154,0.0012898599755646457,-0.0004214455898255104,-0.0008824606329193484,0.00021419783635079218
2006-09-18,0.007353277253017546,0.007753762649891003,0.004287152766900074,0.009826800716086303,0.0025224083533278733
2006-09-19,-0.014216832572955185,-0.013302679246087355,-0.012303825354542438,-0.00935697474391946,-0.013139668832736198
2006-09-20,-0.017243040159838532,-0.01468742774601424,-0.007277349942940975,-0.005212902550987081,-0.008422675118577232
2006-09-21,-0.016169810972907334,-0.015563380234994664,-0.016920679475758864,-0.012298943256009956,-0.018105908710091094
2006-09-22,-0.007432046403169601,-0.009034127375870095,-0.012556605603690898,-0.016143118129911677,-0.011764807739891364
2006-09-25,0.007627730216120249,0.006945570547015274,0.0033520110243397522,0.003810519893064101,0.003149022911639614
2006-09-26,0.02415742144480493,0.022391638944398544,0.019867347679363108,0.0162314236914777,0.021693134382576498
2006-09-27,0.005545903863188834,0.005034991682364623,0.0015428520624439308,0.0026172002232128988,0.001469533872379958
2006-09-28,0.007184664639443066,0.00469956761239655,-0.005662965935926341,-0.0077859289680506346,-0.004661537827322881
2006-09-29,0.0015441603332971288,0.001672012932336276,0.0027316068997434192,0.004907912162024328,0.0021173572123150317
2006-10-02,0.0162313429034539,0.013697232433823463,0.008928846153894143,0.0026401027125820343,0.01139422651316806
2006-10-03,-0.011434155049362734,-0.009829532375226532,0.00118541216888341,-0.0030667568241564422,0.0022230987777625806
2006-10-04,0.02523433114718092,0.024359856211059183,0.018111914072181715,0.018063878690631467,0.01818007771081409
2006-10-05,0.004432979852517706,0.003598097275304575,-0.008118846463782099,-0.0010543433280120586,-0.009898851662198489
2006-10-06,-0.002958084933089413,-0.002387342387142186,0.0007514792302812875,-0.0002758457744897261,0.0008085967455862858
2006-10-09,0.009798354635130627,0.008784858261067091,0.004645963932254085,0.006314225483159382,0.00445850421702386
2006-10-10,0.010752693883733996,0.01037971196311189,0.010802733539725166,0.007288538884925236,0.01152771875333869
2006-10-11,-0.008694837333317678,-0.007944427584996184,-0.006995230365223121,-0.005597487334688912,-0.006886233232270923
2006-10-13,0.004939817071151964,0.005961159180875999,0.007293415704627374,0.009803995873835347,0.0061532255743678285
2006-10-16,0.008392148271309512,0.007960170873288621,0.004958083595071878,0.005538243386691588,0.004673006347758497
2006-10-17,-0.006968892422006124,-0.007767770039759557,-0.0063219901232105654,-0.009790088010175703,-0.005271634676801738
2006-10-18,-0.005890207403351214,-0.0049224214825241835,-0.0005559101233192491,-0.004432032199614901,0.00013593982377570614
2006-10-19,0.006136662238250573,0.006102931552304847,0.007462832662478073,0.004089601599319417,0.00883524675127222
2006-10-20,-0.0056292341816855575,-0.006118914316460132,-0.00628738409421851,-0.0064541121690514435,-0.005918815263505875
2006-10-23,0.015625435807426962,0.014054695942341914,0.00935273402085928,0.008782297230787958,0.009786236525802927
2006-10-24,0.004830556616026369,0.00444410005693461,-0.0008166806371973636,0.002140256207582086,-0.0016840068350163313
2006-10-25,0.0022516691390174356,0.004699474498396186,0.01102911529520025,0.016208987353202073,0.008520162727980281
2006-10-26,-0.002524520529359468,-0.0026925657093860344,-0.0026956033055890415,-0.003456050392176071,-0.0023500669801511205
2006-10-27,-0.008293006796503428,-0.007986084054886024,-0.007749892026642192,-0.005609976819031274,-0.00830876911645977
2006-10-30,-0.008730488723597475,-0.0059671499742660426,0.004117720567294161,0.008252824297484208,0.0027753313758936992
2006-10-31,0.01513760322115283,0.013530194907711462,0.01637881611699328,0.007322153066156058,0.01923338251438298
2006-11-01,0.011784133930992532,0.010554052112582197,0.004727685267468511,0.004046932956118867,0.005298563759676226
2006-11-03,0.013020747710056728,0.011724538803806216,0.0072847009630969285,0.0063377527376758565,0.007862328334560305
2006-11-06,0.017772976502438784,0.01665798611996898,0.013207367692468434,0.011383688409159168,0.014242361385936347
2006-11-07,-0.006982329431647579,-0.0049658113523499275,0.00034947648027003255,0.0029616451843607248,-0.0010028535102187548
2006-11-08,0.002570349633396098,0.003827522316600592,0.00847718004417429,0.01080560841622527,0.007223573693716006
2006-11-09,-0.013514043454252894,-0.011001771319585272,-0.004251549800841115,0.00047821965632549633,-0.005661475093192632
2006-11-10,-0.0054326106330704685,-0.0050568950651835205,-0.006058309029681302,-0.0025202760462055495,-0.006998367479549054
2006-11-13,-0.0004225474466858014,-0.0017627760549423367,-0.005100375597915397,-0.008957832047281582,-0.003461534557651465
2006-11-14,0.01441735389940089,0.014569130727272537,0.013950503486418572,0.013365188876375847,0.014098558329970774
2006-11-16,-0.00446734638058797,-0.0025943767328021486,0.0023027004721519195,0.003404373501098723,0.0015175144223430386
2006-11-17,-0.0008068735381801481,0.00034699365861647676,0.004279326273440015,0.005132140341449611,0.003638819870654037
2006-11-21,0.010401542174510708,0.009817636092070165,0.007880205930829923,0.008221719487984563,0.007638849001725359
2006-11-22,0.011369756604713135,0.010690494162948273,0.010486129862169718,0.007598205833458834,0.011388959380758498
2006-11-23,0.008456754998237013,0.008453514428331848,0.010419623367765262,0.00973624291842571,0.010257772454235805
2006-11-24,-0.00787295875560872,-0.008604400250605932,-0.013179895287603978,-0.01296425252772141,-0.012809538794397612
2006-11-27,-0.018560613892711166,-0.016118330833487154,-0.009261199410739822,-0.007101781059267118,-0.010629083546675201
2006-11-28,0.003973145525102848,0.002546035774089296,0.00048632023893212684,-0.0007252005107835145,0.00045674897009169674
