,Equal Weight,Minimum Variance,Risk Parity,Maximum Diversification,Maximum Decorrelation
2006-06-02,0.002272620746967301,0.001909989285768535,0.002540090467799128,0.0037678354972430993,0.004494087763904257
2006-06-05,-0.02319555593883185,-0.019225000006563332,-0.020626372178696426,-0.019063804408651304,-0.01983347393119808
2006-06-06,-0.004614931146381471,-0.0003939158039337166,-0.00360124984109647,-0.002126693746456987,-0.0029027046397297404
2006-06-07,-0.03117113762949419,-0.020496617965634057,-0.02644803139902627,-0.0218216514251801,-0.023168901842119737
2006-06-08,0.001826912878489841,0.003367097495357022,0.0013585653013695037,0.0008252727266940041,0.00020345344382218387
2006-06-09,-0.010817488238464262,-0.0086396665885848,-0.009990546735000296,-0.009382248840020103,-0.009695816495991251
2006-06-12,-0.030080082802051367,-0.015973744760330495,-0.023241889102931634,-0.01863409658377366,-0.021162339387529754
2006-06-13,-0.026872692248336244,-0.014795410454555803,-0.024676943354160753,-0.02303931831275686,-0.02577446185036689
2006-06-14,0.003901402896119396,-0.001468187759467043,0.0015268523394382613,-0.00264850193253855,-0.0027103569829199253
2006-06-16,0.034588707381432535,0.016389955505774365,0.027060908792731795,0.02123893233185763,0.024491589120390848
2006-06-19,-0.02247214091960956,-0.01654843834045197,-0.02073269953065322,-0.017978790295205403,-0.018339517209392125
2006-06-20,0.00660814337094871,0.006008613552573381,0.007644248771289856,0.006118930980918606,0.005309716952211703
2006-06-21,0.021658956776658182,0.010911476896837344,0.017198399996554994,0.013465199167151169,0.015284456255077293
2006-06-22,-0.005625780355295003,-0.005808452498621418,-0.005833810634548942,-0.006511208554255353,-0.006797923251072579
2006-06-23,0.007073199252503085,0.005918947333355304,0.0066158744432718375,0.006782351062652299,0.007318566221797232
2006-06-26,-0.0031078513660223474,-0.003468573567774087,-0.0033257363881700032,-0.0031691451400096145,-0.0029107787715422907
2006-06-27,-0.00947175658353791,-0.006852027786021177,-0.008643439058213052,-0.007079504903694285,-0.007189741208249971
2006-06-28,0.00941306252690643,0.005111698193586629,0.006989898074902521,0.004894569365981478,0.005320079063898887
2006-06-29,0.03743101831685367,0.02382644700365281,0.031412040262992824,0.027343465345881276,0.029886046872615812
2006-06-30,-0.0007664962617051891,-0.007201088978064699,-0.002731803161932334,-0.003171606029111331,-0.0011526848759924224
2006-07-03,0.018073318627308984,0.012866003165995414,0.016222620718992047,0.01463592050141842,0.015638302087606613
2006-07-05,-0.00895337439544139,0.0005810687359850775,-0.003507775217262594,-0.0007669136991432907,-0.00287133221446799
2006-07-07,-0.0045628413501734065,-0.006110518992026837,-0.004877917835294034,-0.005652006594603274,-0.00559323753899717
2006-07-10,-0.002086252986629873,-0.001126591535284745,-0.0023319165487264313,-0.002151081968550671,-0.0023568194848605237
2006-07-11,0.01663256822296975,0.014688980064590546,0.016868170864867072,0.01690960952795303,0.01744444922174619
2006-07-12,-0.00540672260265194,-0.0028841061364586903,-0.003251637128342578,-0.0004977910847338589,-7.229964574416726e-05
2006-07-13,-0.012894408728094579,-0.007378655525125878,-0.008960569052640234,-0.006207713782871082,-0.0068606083075499254
2006-07-14,0.003064189368455713,-0.00037643339160989443,0.0019994976878460846,0.0005320245277833633,0.000848229807495537
2006-07-17,-0.01862472169687974,-0.010567600685730268,-0.016555177365614484,-0.013781944581971744,-0.015044746932922964
2006-07-18,-0.0017772550099351954,-0.0037743384160156515,-0.003978241143483461,-0.005010225094561079,-0.004730027890998686
2006-07-19,0.02995777221211845,0.018123567617845164,0.024324027044722026,0.021371350814117018,0.02403879712843585
2006-07-20,-0.01907382735267449,-0.011944234966128698,-0.016252614617545368,-0.015293128630295217,-0.017237605105103457
2006-07-21,-0.008615171203119268,-0.007421975783675647,-0.008257260693413274,-0.008361337975082869,-0.008803358126970695
2006-07-24,0.017078886978940444,0.01339627254295559,0.014547610204704036,0.010818826242252907,0.010255913300334811
2006-07-25,0.011444544028766724,0.009059830391879992,0.010514289194150157,0.00977095272453965,0.010210711704558676
2006-07-26,0.0006311683603004033,0.0010298441288810588,0.0011928466436244307,0.0013950104497208618,0.001341673392541427
2006-07-27,0.005732730401083075,0.001195399343397724,0.004147018647995564,0.0036796917284276655,0.004930100740339471
2006-07-28,0.007748060106955694,0.006469991583892279,0.006689442093386028,0.006366071337439894,0.006699634345267056
2006-07-31,-0.005219774374406582,-0.003925243875389007,-0.004424354758747657,-0.004133357628311986,-0.0044372253881046105
2006-08-01,0.0014429620972809829,0.003269176771277042,0.003464382225127064,0.005032649571612037,0.005132930391125571
2006-08-02,0.008490347076994533,0.005380770959127329,0.007038439646714685,0.006041047375013511,0.006640778148305097
2006-08-03,0.001586286728557299,0.0015194547236288035,0.0009441508487872479,0.00033656008628664386,7.030691693366753e-05
2006-08-04,0.00431964955862562,-0.0015517966854648657,0.001605034519288457,0.00014338053058490118,0.0014002102712481737
2006-08-07,-0.0003817608654918752,0.0008381521996132971,0.0005295261797803231,0.0009932862626566418,0.0007876617877072708
2006-08-08,-0.0032255574414891074,-0.002911727731969603,-0.003351468071221706,-0.0033525674021402598,-0.003491050328483779
2006-08-09,-0.008426296635430675,-0.007789509464475457,-0.007617958205379931,-0.006322684210212027,-0.0058788656558818346
2006-08-10,-0.002771163514777223,-0.0031297615285620687,-0.004140293188153834,-0.005464027220538494,-0.005981425706706903
2006-08-11,-0.009795476017090932,-0.00640457006811266,-0.00847883503381219,-0.007539315231945269,-0.00819226369098701
2006-08-14,-0.008962657242204151,-0.0040105269497499865,-0.00708146560707486,-0.005621834405794058,-0.006549428683412618
2006-08-15,0.010741875297907745,0.007244777944507893,0.008220738690407896,0.0066565203086138,0.007139792461115878
2006-08-16,0.007905651916491148,0.003952886117702673,0.005972336226049147,0.004423262246580333,0.00492861375805019
2006-08-17,-0.007336817737293492,-0.002369106643924466,-0.0062821674891952745,-0.005704599903476299,-0.00696120844369601
2006-08-18,0.004352051045395024,0.006103897524309494,0.005060288807654577,0.004783981956268411,0.00401203124719728
2006-08-21,-0.005274496889673345,-0.004714139546913204,-0.0038764163752892876,-0.001913874793388241,-0.0011539967210792584
2006-08-22,-0.0073957012163216596,-0.004595032115746676,-0.006031610967319529,-0.006322336418248514,-0.0073443264366255725
2006-08-23,-0.02103213930030304,-0.010389391965800137,-0.015888644677454454,-0.01290991072637313,-0.014838070205453456
2006-08-24,0.007143600503392049,0.007203320708632655,0.007056183603160003,0.007233796508824471,0.007281261713822215
2006-08-25,0.0038286581272651866,0.0035630538719468962,0.003607635878604651,0.003546335098810945,0.0035814337036827824
2006-08-28,0.00410314793121905,0.00021126818791934238,0.0014724562435544078,-0.0007422761718128909,-0.0005707843059845827
2006-08-29,-0.0020277880436288674,-0.001868908999589031,-0.002074631816275703,-0.002150142697207665,-0.0022569201944303927
2006-08-30,-0.0007678636798771916,-0.0013895821305739229,-0.0007402834840280208,-0.0002837981566849845,0.00019722156159739026
2006-08-31,0.0029149181787797283,0.003699989064642412,0.003938500298991203,0.004855467187142962,0.005005415333552594
2006-09-01,0.019254904938553582,0.013392837036678318,0.01593412790693907,0.01414481857719093,0.015175327228317081
2006-09-05,0.006441934703001155,0.0047863104164099545,0.006522806803770569,0.006604666030240972,0.007096569479292273
2006-09-06,-0.013461630352522567,-0.005526687279821934,-0.00988491646365594,-0.006762314452322358,-0.007776882465412198
2006-09-08,-0.007775994859725097,-0.0031794170789267813,-0.007331967965525108,-0.007640202040553073,-0.009315244744939877
2006-09-11,-0.018553060627678853,-0.005016425029355803,-0.014014286082349269,-0.011570310928229001,-0.014736127884761875
2006-09-12,0.008158685584498957,0.007123095143649671,0.007071640488844332,0.00582658186365622,0.005502989735329356
2006-09-13,0.009636224996957774,0.0049140120698408524,0.007721168450537686,0.005760623258808616,0.00635407545643036
2006-09-14,-0.014438769553816051,-0.01048265199886656,-0.013884613577196362,-0.01368455731699459,-0.014874692188468756
2006-09-15,-0.0009532127306190912,0.00024544102038888074,-0.0004381729137778914,0.0004355333834728602,0.0005141240045498634
2006-09-18,0.007871474248896702,0.002317491456011095,0.005995531682986554,0.004669713083894141,0.005819678032067751
2006-09-19,-0.013433094099306082,-0.0064566038798830605,-0.010984535234386045,-0.010195445677000942,-0.01223140450282588
2006-09-20,-0.005171167551949299,0.006050472004239562,0.0002528231027587248,0.0031959879099874885,0.0009526696971697192
2006-09-21,2.5448280484122352e-05,0.00645211587197603,0.0038151782265725474,0.006640848384747058,0.006068550561952623
2006-09-22,0.005279301018946271,0.006702860952721138,0.006463297207597996,0.007411924002094683,0.007428695322612598
2006-09-25,0.0035811155769810733,0.006243588165409272,0.004437264606065874,0.005124124908550962,0.004582424828224832
2006-09-26,0.012921607820172546,0.0038074928232454943,0.008341081047623386,0.005597249931088109,0.0071645493737845685
2006-09-27,0.0068795955152355474,0.001104905543162782,0.005043781138282549,0.004045186013417442,0.005606668929642413
2006-09-28,0.005779113998984895,-0.00031540284219154464,0.002906151156529627,0.0009386388734428048,0.0019101239516689597
2006-09-29,-0.00385300750238102,-0.003395109406716449,-0.0039015684762194205,-0.0036985954701497683,-0.0037399606153627704
2006-10-02,0.003987133228795913,-0.0037221061532979314,6.169094188425617e-06,-0.001590658357826016,0.0001337144252705395
2006-10-03,-0.01901380045806349,-0.006820002354042957,-0.015240097740819353,-0.012717526833948712,-0.015704544931700877
2006-10-04,0.021045078253389027,0.0138393221381935,0.01646067886153529,0.013185600045618072,0.01373259641902401
2006-10-05,0.005804226029485662,0.0023701363890385363,0.004670700891328934,0.00378004736300926,0.004541525687215295
2006-10-06,-0.0002627971867830611,-0.000548657862206644,-0.00026383434658271317,-0.0002781298486058518,-0.00017448695808519127
2006-10-09,0.0065627157156548585,0.0019527846996834197,0.004453115094055919,0.0035302578885600634,0.0046225606222899274
2006-10-10,0.0027058832566786008,-0.0015597621737537101,0.0005666291025378047,-0.0012515789850435293,-0.0008058408250629545
2006-10-11,-0.004033390214786569,-0.001227918682325624,-0.0026466487914356576,-0.002200156487857801,-0.002915157171043744
2006-10-13,0.015859762518075617,0.00998913179662263,0.014104189223351254,0.012719409054596847,0.014065076655471785
2006-10-16,0.005397545155119018,0.0015253678226078823,0.0038667631341311286,0.0035727369495985456,0.004791648096783021
2006-10-17,-0.008236064279495775,-0.004143814145770869,-0.006761848329158653,-0.005370083574107549,-0.006078989997946981
2006-10-18,-0.0021457397922755375,-0.0013666931281249156,-0.0016747763970258213,-0.002138347519922007,-0.0026370832745925676
2006-10-19,0.0074026833596409,0.006152065556697254,0.00745043478304518,0.007784781148117274,0.008496748409993591
2006-10-20,-0.004185866847936642,-0.0004686018878783714,-0.0029615190350588076,-0.002725066542140644,-0.003966353193203552
2006-10-23,0.0028757208125204797,0.0012275458991786194,0.0008688710800136418,-8.763816161233589e-05,-0.00014684307657511866
2006-10-24,0.00866173975782548,0.007214805569793278,0.00836187034224971,0.007727310532210228,0.007940774280821017
2006-10-25,0.00867619851938222,0.005556005100497671,0.007926035274098544,0.005981767930846004,0.0060205501217439495
2006-10-26,-0.0021756341037426708,-0.0015994258839862267,-0.0019162512000467356,-0.00037294857500961887,0.00030333006499727
2006-10-27,-0.005846628951071764,-0.004917639082676403,-0.00504423744454878,-0.004195187816690462,-0.003994167186692826
2006-10-30,-0.004093889465661702,0.0012004765093469162,-0.0012170646520431748,0.0009692245279506705,0.00041104546526328213
2006-10-31,0.007727935355812268,0.0018461236707156094,0.005266526088935001,0.0035111390120423185,0.004520789444200177
2006-11-01,0.008827966627607839,0.001445140362702391,0.006275083661413937,0.006666696269821733,0.009538382755526485
2006-11-03,0.010777375476381778,0.0039081878631593014,0.008349627284498617,0.0072953102737581274,0.009107469570976814
2006-11-06,0.01227382559697551,0.008963433394250975,0.0099106133659593,0.00787786161578179,0.007811202085663975
2006-11-07,-0.0038199590947070833,0.0008017183391887285,-0.0017988328129498101,-5.859974672506372e-05,-0.0006472898591183401
2006-11-08,0.006380097983834599,0.004707034854094525,0.004963710477444803,0.0026601372121905597,0.0018459396323606283
2006-11-09,-0.0035940984490257996,-0.003625336052802294,-0.0018393855953522682,-2.0205510712844408e-05,0.001223065705489054
2006-11-10,-0.0005854158805624281,0.0014670691403811348,0.0001067972034800001,-3.121636202945746e-05,-0.0008324952246375253
2006-11-13,-6.941696774702809e-05,0.004955682361955318,0.0018267484754447678,0.003053529530603215,0.0019269264739287418
2006-11-14,0.007884994857515225,0.004083089356543577,0.005277074184906853,0.003380665787788523,0.003548012247286342
2006-11-16,-0.003963672112807045,0.0012432592259285391,-0.0021284264663141866,-0.0007050160098993622,-0.0017244807568357987
2006-11-17,0.0024037776752770606,0.0033454460002184574,0.0033196812402678634,0.00354674314087797,0.0033884589020629534
2006-11-21,0.011659118115235338,0.005625606601643568,0.00915976898885393,0.007368424321037997,0.008414372556209436
2006-11-22,0.00426278680177197,0.003137568140471748,0.003746042988941789,0.0038938403740268876,0.0044239923768126695
2006-11-24,0.0015180126053512906,-0.0008422887350925721,0.001324517130653423,0.0014281002825067086,0.0024947794684445817
2006-11-27,-0.014733407302237128,-0.009720065517723772,-0.01168379611386058,-0.008658464839698104,-0.008431325470568811
2006-11-28,0.007267064680749328,0.0056890947639506835,0.006430330821331405,0.004596498181832976,0.003969159511060826
2006-11-29,0.013565148845773898,0.00801113502442039,0.010385863618819064,0.007355744981480716,0.007440515224727348
2006-11-30,-0.0005973480349116212,-0.0015436003968625272,-0.0003435485205838773,0.00095824392659702,0.0022433082890998307
2006-12-01,-0.00879524575126282,-0.005221020076579078,-0.0071283940326834685,-0.006464980751382008,-0.007365290043518679
2006-12-04,0.019813530412386572,0.013036916103229837,0.016205992687976813,0.01402665014598783,0.01506817553832794
2006-12-05,0.004972138680028195,0.0001947102030792087,0.0024306681668483797,0.00023631489081279246,0.0005928071241980077
2006-12-06,-0.005929731066617094,-0.004255887813267647,-0.005854228718943948,-0.006132629612936933,-0.007000544647765897
2006-12-07,-0.006175231420224387,-0.00729522986220788,-0.006570927410707202,-0.006333690075242171,-0.005760933954301889
2006-12-08,0.0011416325466559996,0.0005712929763990267,0.00045911916273651374,-0.0009488294422910231,-0.0016893338435880825
2006-12-11,0.003714719075174232,0.0026737373436236302,0.003296488075113559,0.003863491505755441,0.004604147279037503
2006-12-12,-0.0026071194488785894,0.0013383329321886039,-0.000793791884486811,0.0005066342132239612,-0.00014164817393492963
2006-12-13,0.003259637206134942,0.001263383670077412,0.0022239716299180755,0.0015644994042827178,0.0018596068007537912
2006-12-14,0.006345006495608634,0.007438713990865674,0.006205878397421849,0.005915766669884273,0.005242174947164177
2006-12-15,-0.0028317898105668956,-0.0027541040113003307,-0.0032783823545318265,-0.0052106499138276675,-0.0064806993890012135
2006-12-18,-0.0038025101010465768,-0.0021362080242129638,-0.003079603242824887,-0.0016823294790862151,-0.0014484050297551426
